TIME,GPU_ID,CPU%,MEM%,GPU%,GPUMEM%,CXLMEM%,PCI_TX_MBps,PCI_RX_MBps,PRODUCT,PCI_INFO,GPUMEM_USED_MB, GPUMEM_TOTAL_MB,CXL_PMEM_USED_MB,PERFORMANCE_STATE,GPU_TEMPERATURE_C
2023-07-14 07:31:28,0,3.2,55.6,0,0,99.55490833837865,0.9765625,0.9765625,NVIDIA A10,1Gen-16xlanes,530.375, 23028.0,8.0,P8,52
2023-07-14 07:31:29,0,2.5,55.9,1,0,99.55681575729056,0.0,236.328125,NVIDIA A10,4Gen-16xlanes,824.5, 23028.0,8.0,P0,54
2023-07-14 07:31:31,0,2.5,57.3,2,0,99.55662804304845,38.0859375,0.0,NVIDIA A10,4Gen-16xlanes,882.5, 23028.0,8.0,P0,54
2023-07-14 07:31:32,0,11.8,58.6,0,0,99.55624655926606,0.0,0.0,NVIDIA A10,4Gen-16xlanes,892.5, 23028.0,8.0,P0,55
2023-07-14 07:31:33,0,50.4,59.8,1,0,99.55578030130982,0.0,66.40625,NVIDIA A10,4Gen-16xlanes,900.5, 23028.0,8.0,P0,55
2023-07-14 07:31:34,0,50.5,60.9,0,0,99.55530496040637,2.9296875,21.484375,NVIDIA A10,4Gen-16xlanes,908.5, 23028.0,8.0,P0,55
2023-07-14 07:31:35,0,50.5,61.8,1,0,99.554923476624,0.0,65.4296875,NVIDIA A10,4Gen-16xlanes,914.5, 23028.0,8.0,P0,55
2023-07-14 07:31:36,0,50.3,62.9,1,0,99.55492044897493,0.0,66.40625,NVIDIA A10,4Gen-16xlanes,924.5, 23028.0,8.0,P0,55
2023-07-14 07:31:37,0,50.3,64.1,1,0,99.55492044897493,5.859375,0.0,NVIDIA A10,4Gen-16xlanes,932.5, 23028.0,8.0,P0,56
2023-07-14 07:31:38,0,50.3,65.3,1,0,99.55464190526081,0.0,66.40625,NVIDIA A10,4Gen-16xlanes,940.5, 23028.0,8.0,P0,56
2023-07-14 07:31:40,0,50.7,66.4,1,0,99.55447841221121,5.859375,0.0,NVIDIA A10,4Gen-16xlanes,950.5, 23028.0,8.0,P0,56
2023-07-14 07:31:41,0,50.5,67.6,1,0,99.55428767032002,5.859375,7.8125,NVIDIA A10,4Gen-16xlanes,958.5, 23028.0,8.0,P0,56
2023-07-14 07:31:42,0,50.3,68.7,1,0,99.55428767032002,1.953125,16.6015625,NVIDIA A10,4Gen-16xlanes,966.5, 23028.0,8.0,P0,56
2023-07-14 07:31:43,0,50.3,69.9,1,0,99.55428767032002,1.953125,0.0,NVIDIA A10,4Gen-16xlanes,974.5, 23028.0,8.0,P0,56
2023-07-14 07:31:44,0,50.3,71.0,1,0,99.55409692842883,1.953125,16.6015625,NVIDIA A10,4Gen-16xlanes,984.5, 23028.0,8.0,P0,56
2023-07-14 07:31:45,0,50.5,72.2,1,0,99.55409692842883,1.953125,15.625,NVIDIA A10,4Gen-16xlanes,992.5, 23028.0,8.0,P0,56
2023-07-14 07:31:46,0,45.4,73.3,54,38,99.55409692842883,54.6875,448.2421875,NVIDIA A10,4Gen-16xlanes,3022.5, 23028.0,8.0,P0,57
2023-07-14 07:31:48,0,2.1,73.6,99,85,99.55390618653763,849.609375,19.53125,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,60
2023-07-14 07:31:49,0,1.9,73.6,99,80,99.55390618653763,849.609375,757.8125,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,61
2023-07-14 07:31:50,0,2.3,73.6,99,79,99.55390618653763,1811.5234375,784.1796875,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,61
2023-07-14 07:31:51,0,2.0,73.6,100,81,99.55390618653763,849.609375,761.71875,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,62
2023-07-14 07:31:52,0,1.9,73.6,99,77,99.55390618653763,4.8828125,20685.546875,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,62
2023-07-14 07:31:53,0,1.9,73.6,99,77,99.55371544464644,849.609375,755.859375,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,63
2023-07-14 07:31:54,0,2.0,73.6,99,77,99.55371544464644,777.34375,166.015625,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,64
2023-07-14 07:31:56,0,2.1,73.6,99,77,99.55371544464644,849.609375,10726.5625,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,64
2023-07-14 07:31:57,0,1.9,73.6,99,78,99.55352470275525,356.4453125,1149.4140625,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,64
2023-07-14 07:31:58,0,1.9,73.6,99,78,99.55333396086407,848.6328125,18.5546875,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,65
2023-07-14 07:31:59,0,2.0,73.6,99,78,99.55333396086407,4.8828125,757.8125,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,66
2023-07-14 07:32:00,0,2.6,73.6,99,78,99.553330933215,1987.3046875,19.53125,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,66
2023-07-14 07:32:01,0,1.9,73.6,99,78,99.5531401913238,849.609375,744.140625,NVIDIA A10,4Gen-16xlanes,3942.5, 23028.0,8.0,P0,66
2023-07-14 07:32:02,0,1.8,73.6,69,54,99.5531401913238,0.0,34.1796875,NVIDIA A10,4Gen-16xlanes,4166.5, 23028.0,8.0,P0,65
2023-07-14 07:32:04,0,54.4,74.0,100,65,99.55294944943262,4.8828125,18.5546875,NVIDIA A10,4Gen-16xlanes,7784.5, 23028.0,8.0,P0,67
2023-07-14 07:32:05,0,22.1,74.0,100,46,99.55294642178355,3.90625,30.2734375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,67
2023-07-14 07:32:06,0,70.6,74.1,100,46,99.55294642178355,11579.1015625,11825.1953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,67
2023-07-14 07:32:07,0,46.6,74.2,99,64,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,68
2023-07-14 07:32:08,0,26.4,74.3,100,40,99.55293733883634,4.8828125,16.6015625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,69
2023-07-14 07:32:09,0,72.3,74.4,100,44,99.55293733883634,2.9296875,4206.0546875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,69
2023-07-14 07:32:10,0,46.5,74.5,100,64,99.55293733883634,3.90625,11.71875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,69
2023-07-14 07:32:12,0,25.2,74.5,100,41,99.55293733883634,5.859375,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,70
2023-07-14 07:32:13,0,72.9,74.6,100,46,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,69
2023-07-14 07:32:14,0,45.1,74.7,100,64,99.55293733883634,5117.1875,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,70
2023-07-14 07:32:15,0,26.9,74.7,100,46,99.55293733883634,2.9296875,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,70
2023-07-14 07:32:16,0,73.3,74.9,100,43,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,71
2023-07-14 07:32:17,0,40.1,74.9,96,62,99.55293733883634,4.8828125,6869.140625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,70
2023-07-14 07:32:19,0,36.0,75.0,100,44,99.55293733883634,14407.2265625,10848.6328125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,71
2023-07-14 07:32:20,0,75.0,75.1,100,43,99.55293733883634,3.90625,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:21,0,33.7,75.1,100,64,99.55293733883634,3.90625,22.4609375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:22,0,42.0,75.2,100,47,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:23,0,71.9,75.3,100,61,99.55293733883634,10421.875,11824.21875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:24,0,25.3,75.4,100,64,99.55293733883634,20168.9453125,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:25,0,47.3,75.5,100,45,99.55293733883634,3.90625,11.71875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:26,0,70.2,75.6,100,64,99.55293733883634,5.859375,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,72
2023-07-14 07:32:28,0,20.1,75.6,100,64,99.55293733883634,4.8828125,19.53125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:29,0,58.6,75.7,100,47,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:30,0,61.3,75.9,100,63,99.55293733883634,9752.9296875,16.6015625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:31,0,23.9,75.9,100,49,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:32,0,59.4,76.0,100,45,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,74
2023-07-14 07:32:33,0,57.7,76.1,100,63,99.55293733883634,6.8359375,21792.96875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,73
2023-07-14 07:32:34,0,19.7,76.1,100,39,99.55293733883634,8.7890625,167.96875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,74
2023-07-14 07:32:36,0,69.0,76.2,100,47,99.55293733883634,539.0625,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,74
2023-07-14 07:32:37,0,49.6,76.3,100,64,99.55293733883634,2.9296875,15.625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,74
2023-07-14 07:32:38,0,23.4,76.4,100,40,99.55293733883634,5.859375,19.53125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,74
2023-07-14 07:32:39,0,71.6,76.5,100,44,99.55293733883634,2.9296875,7.8125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:40,0,44.4,76.6,100,64,99.55293733883634,2148.4375,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:41,0,30.3,76.6,100,48,99.55293733883634,1965.8203125,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:43,0,74.1,76.8,100,55,99.55293733883634,3.90625,11.71875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:44,0,33.4,76.8,100,63,99.55293733883634,3.90625,20.5078125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:45,0,40.8,76.9,100,44,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:46,0,71.9,77.0,100,51,99.55293733883634,2.9296875,9.765625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:47,0,23.2,77.1,100,64,99.55293733883634,6806.640625,11826.171875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:48,0,49.7,77.1,100,45,99.55293733883634,156.25,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:49,0,68.1,77.3,100,67,99.55293733883634,2.9296875,11.71875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,75
2023-07-14 07:32:51,0,20.1,77.3,100,64,99.55293733883634,5.859375,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:52,0,55.9,77.4,100,44,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:53,0,60.7,77.5,100,62,99.55293733883634,11175.78125,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:54,0,21.6,77.6,100,57,99.55293733883634,3.90625,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:55,0,60.2,77.7,100,44,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:56,0,57.4,77.8,100,64,99.55293733883634,3281.25,17982.421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:57,0,20.4,77.8,100,40,99.55293733883634,8.7890625,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:32:59,0,66.6,77.9,100,45,99.55293733883634,3.90625,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:33:00,0,50.8,78.0,100,63,99.55293733883634,5.859375,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:33:01,0,22.2,78.0,100,39,99.55293733883634,3.90625,22.4609375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:33:02,0,74.2,78.2,100,41,99.55293733883634,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:33:03,0,38.8,78.3,100,64,99.55293733883634,7.8125,29.296875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,76
2023-07-14 07:33:04,0,33.8,78.3,100,46,99.55293733883634,2.9296875,839.84375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8.0,P0,77
2023-07-14 07:33:06,0,72.4,78.3,100,45,99.55293733883634,4.8828125,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,432.0,P0,77
2023-07-14 07:33:07,0,29.2,78.3,100,63,99.55310688718407,4.8828125,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,680.0,P0,77
2023-07-14 07:33:08,0,42.6,78.3,100,46,99.55310688718407,3.90625,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,928.0,P0,77
2023-07-14 07:33:09,0,71.5,78.3,100,60,99.55296156002888,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,1424.0,P0,77
2023-07-14 07:33:10,0,19.8,78.3,100,67,99.55296156002888,4.8828125,34.1796875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,1672.0,P0,77
2023-07-14 07:33:11,0,53.8,78.3,100,44,99.55296156002888,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,1920.0,P0,77
2023-07-14 07:33:12,0,60.3,78.3,100,62,99.55296156002888,12950.1953125,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,2416.0,P0,77
2023-07-14 07:33:14,0,19.8,78.3,100,61,99.55296156002888,8300.78125,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,2540.0,P0,77
2023-07-14 07:33:15,0,63.5,78.3,100,43,99.55296156002888,3.90625,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,2912.0,P0,77
2023-07-14 07:33:16,0,52.9,78.3,100,62,99.55296156002888,3.90625,25.390625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,3300.0,P0,77
2023-07-14 07:33:17,0,21.4,78.3,100,40,99.55296156002888,5.859375,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,3408.0,P0,77
2023-07-14 07:33:18,0,70.9,78.3,100,45,99.55315230192006,2.9296875,8.7890625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,3904.0,P0,77
2023-07-14 07:33:19,0,43.1,78.3,100,63,99.55315230192006,17611.328125,16.6015625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,4276.0,P0,77
2023-07-14 07:33:20,0,29.4,78.3,100,44,99.55315230192006,1125.9765625,13.671875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,4400.0,P0,78
2023-07-14 07:33:22,0,71.3,78.3,100,44,99.55315230192006,3.90625,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,4896.0,P0,77
2023-07-14 07:33:23,0,34.4,78.3,100,63,99.55296761532702,3.90625,19.53125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,5150.0,P0,77
2023-07-14 07:33:24,0,38.5,78.3,100,41,99.55296761532702,4.8828125,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,5392.0,P0,78
2023-07-14 07:33:25,0,72.6,78.3,98,61,99.55296761532702,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,5888.0,P0,77
2023-07-14 07:33:26,0,20.0,78.3,100,63,99.55296761532702,3.90625,34.1796875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,6136.0,P0,77
2023-07-14 07:33:27,0,52.6,78.3,100,44,99.55315835721821,2.9296875,11815.4296875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,6384.0,P0,77
2023-07-14 07:33:28,0,64.1,78.3,100,62,99.5533490991094,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,6880.0,P0,78
2023-07-14 07:33:30,0,19.9,78.3,100,64,99.55353984100059,3.90625,11.71875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,7004.0,P0,78
2023-07-14 07:33:31,0,61.7,78.3,100,43,99.55335212675847,3.90625,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,7376.0,P0,78
2023-07-14 07:33:32,0,54.0,78.3,100,64,99.55335515440753,5.859375,34.1796875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,7872.0,P0,77
2023-07-14 07:33:33,0,19.1,78.3,100,40,99.55335212675847,2.9296875,32.2265625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,7996.0,P0,78
2023-07-14 07:33:34,0,69.8,78.3,100,46,99.55316441251634,11259.765625,18.5546875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8368.0,P0,78
2023-07-14 07:33:35,0,46.4,78.3,99,63,99.55316441251634,3.90625,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8740.0,P0,78
2023-07-14 07:33:37,0,25.4,78.3,100,39,99.55316441251634,2.9296875,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,8864.0,P0,78
2023-07-14 07:33:38,0,72.2,78.3,100,42,99.55335515440753,3.90625,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,9360.0,P0,78
2023-07-14 07:33:39,0,38.1,78.3,100,62,99.55354589629871,5.859375,34.1796875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,9732.0,P0,78
2023-07-14 07:33:40,0,34.7,78.3,100,46,99.5533581820566,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,9856.0,P0,78
2023-07-14 07:33:41,0,71.6,78.3,98,58,99.5533581820566,4398.4375,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,10352.0,P0,78
2023-07-14 07:33:42,0,26.1,78.3,100,63,99.55298275357235,15339.84375,15.625,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,10600.0,P0,78
2023-07-14 07:33:43,0,46.8,78.3,100,38,99.55298275357235,4.8828125,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,10848.0,P0,78
2023-07-14 07:33:45,0,68.8,78.3,100,62,99.55317349546354,3.90625,12.6953125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,11344.0,P0,78
2023-07-14 07:33:46,0,17.9,78.3,100,54,99.55317349546354,2.9296875,14.6484375,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,11468.0,P0,78
2023-07-14 07:33:47,0,57.7,78.3,100,44,99.55336423735473,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,11840.0,P0,78
2023-07-14 07:33:48,0,56.0,78.3,100,63,99.5531765231126,9.765625,29.296875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,12336.0,P0,78
2023-07-14 07:33:49,0,18.2,78.3,100,61,99.55298880887048,5.859375,34.1796875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,12406.0,P0,78
2023-07-14 07:33:50,0,71.4,78.3,100,43,99.55317955076167,2.9296875,10.7421875,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,12832.0,P0,78
2023-07-14 07:33:51,0,44.7,78.3,100,63,99.55317955076167,20168.9453125,17.578125,NVIDIA A10,4Gen-16xlanes,7838.5, 23028.0,13204.0,P0,78
