TIME,CPU%,MEM%,GPU%,GPUMEM%,CXLMEM%,PCI_TX_MBps,PCI_RX_MBps,PRODUCT,PCI_INFO,GPUMEM_USED_MB,GPUMEM_TOTAL_MB
2023-06-12 22:54:49,1.8,18.9,100,90,0.0016309294428763926,3.90625,753.90625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:50,2.0,18.9,100,81,0.0016309294428763926,1601.5625,3144.53125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:51,2.2,18.9,100,80,0.0016309294428763926,3.90625,751.953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:52,2.1,18.9,100,79,0.0016309294428763926,1404.296875,15.625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:52,2.3,18.9,100,80,0.0016309294428763926,3.90625,752.9296875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:53,2.1,18.9,100,74,0.0016309294428763926,997.0703125,15.625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:54,2.0,18.9,100,80,0.0016309294428763926,847.65625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:55,2.2,18.9,100,78,0.0016309294428763926,621.09375,17.578125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:56,1.8,18.9,100,75,0.0016309294428763926,845.703125,13.671875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:57,2.3,18.9,100,69,0.0016309294428763926,628.90625,17.578125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:58,2.0,18.9,100,82,0.0016309294428763926,847.65625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:59,2.0,18.9,100,78,0.0016309294428763926,660.15625,17.578125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:54:59,2.2,18.9,100,77,0.0016309294428763926,847.65625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:00,2.0,18.9,100,78,0.0016309294428763926,713.8671875,17.578125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:01,2.1,18.9,100,78,0.0016309294428763926,847.65625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:02,2.2,18.9,100,73,0.0016309294428763926,1167.96875,15.625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:03,1.9,18.9,100,81,0.0016309294428763926,3.90625,752.9296875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:04,2.2,18.9,100,78,0.0016309294428763926,1599.609375,15.625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:05,2.0,18.9,100,75,0.0016309294428763926,3.90625,752.9296875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:06,2.0,18.9,100,79,0.0016309294428763926,1604.4921875,4652.34375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:06,2.3,18.9,100,86,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:07,2.0,18.9,100,78,0.0016309294428763926,1281.25,14031.25,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:08,2.5,18.9,100,80,0.0016309294428763926,3.90625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:09,1.8,18.9,100,77,0.0016309294428763926,3.90625,12197.265625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:10,2.0,18.9,100,74,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:11,2.3,18.9,100,77,0.0016309294428763926,2.9296875,740.234375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:12,2.1,18.9,100,84,0.0016309294428763926,487.3046875,14.6484375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:13,2.3,18.9,100,76,0.0016309294428763926,3.90625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:13,2.0,18.9,100,69,0.0016309294428763926,1373.046875,5242.1875,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:14,2.0,18.9,100,77,0.0016309294428763926,2.9296875,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:15,2.2,18.9,100,72,0.0016309294428763926,4.8828125,10717.7734375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:16,1.9,18.9,100,77,0.0016309294428763926,847.65625,12.6953125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:17,2.2,18.9,100,75,0.0016309294428763926,3.90625,17.578125,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:18,2.1,18.9,100,73,0.0016309294428763926,3.90625,753.90625,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:19,2.0,18.9,100,70,0.0016309294428763926,848.6328125,14.6484375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:19,2.2,18.9,100,77,0.0016309294428763926,2.9296875,14.6484375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:20,2.0,18.9,100,74,0.0016309294428763926,3.90625,755.859375,Tesla T4,3Gen-16xlanes,3433.4375,15360.0
2023-06-12 22:55:21,2.0,18.9,99,75,0.0016309294428763926,2.9296875,12.6953125,Tesla T4,3Gen-16xlanes,3655.4375,15360.0
2023-06-12 22:55:22,2.2,19.1,47,26,0.0016309294428763926,2.9296875,10035.15625,Tesla T4,3Gen-16xlanes,6463.4375,15360.0
2023-06-12 22:55:23,3.4,19.1,100,87,0.0016309294428763926,17.578125,81.0546875,Tesla T4,3Gen-16xlanes,7381.4375,15360.0
2023-06-12 22:55:24,53.4,19.2,100,96,0.0016309294428763926,496.09375,15.625,Tesla T4,3Gen-16xlanes,7489.4375,15360.0
2023-06-12 22:55:25,53.1,19.2,100,92,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7489.4375,15360.0
2023-06-12 22:55:26,2.0,19.2,100,100,0.0016309294428763926,8171.875,10296.875,Tesla T4,3Gen-16xlanes,7489.4375,15360.0
2023-06-12 22:55:26,2.5,19.2,100,87,0.0016309294428763926,4.8828125,16.6015625,Tesla T4,3Gen-16xlanes,7489.4375,15360.0
2023-06-12 22:55:27,2.0,19.2,100,84,0.0016309294428763926,6.8359375,24.4140625,Tesla T4,3Gen-16xlanes,7489.4375,15360.0
2023-06-12 22:55:28,54.6,19.3,100,74,0.0016309294428763926,3.90625,19.53125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:29,46.7,19.3,100,95,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:30,16.9,19.3,100,79,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:31,2.1,19.3,100,100,0.0016309294428763926,4.8828125,18.5546875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:32,2.0,19.3,100,100,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:33,28.3,19.4,100,83,0.0016309294428763926,6.8359375,19.53125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:34,57.4,19.4,100,83,0.0016309294428763926,3.90625,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:34,29.1,19.4,100,100,0.0016309294428763926,3.90625,2078.125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:35,2.3,19.4,100,97,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:36,1.9,19.4,100,88,0.0016309294428763926,3.90625,18.5546875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:37,6.6,19.5,100,97,0.0016309294428763926,1042.96875,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:38,51.5,19.5,100,98,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:39,59.8,19.6,100,92,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:40,2.1,19.6,100,93,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:41,2.0,19.6,100,95,0.0016309294428763926,3.90625,12.6953125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:41,2.5,19.6,100,65,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:42,40.5,19.6,100,96,0.0016309294428763926,2.9296875,10.7421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:43,48.3,19.7,100,96,0.0016309294428763926,3.90625,9981.4453125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:44,31.8,19.7,100,90,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:45,2.2,19.7,100,92,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:46,2.3,19.7,100,100,0.0016309294428763926,4.8828125,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:47,20.8,19.7,100,84,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:48,40.6,19.8,100,97,0.0016309294428763926,1699.21875,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:48,54.0,19.8,100,85,0.0016309294428763926,4.8828125,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:49,2.0,19.8,100,100,0.0016309294428763926,4.8828125,18.5546875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:50,2.0,19.8,100,100,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:51,2.0,19.8,100,82,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:52,43.9,19.9,100,93,0.0016309294428763926,3.90625,10.7421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:53,41.9,19.9,100,86,0.0016309294428763926,9731.4453125,11301.7578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:54,28.4,19.9,100,79,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:55,2.0,19.9,100,87,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:55,2.4,19.9,100,82,0.0016309294428763926,4.8828125,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:56,22.2,20.0,100,77,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:57,40.2,20.0,100,94,0.0016309294428763926,1808.59375,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:58,51.5,20.1,100,89,0.0016309294428763926,3.90625,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:55:59,1.9,20.1,100,100,0.0016309294428763926,4.8828125,18.5546875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:00,2.4,20.1,100,100,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:01,2.0,20.1,100,87,0.0016309294428763926,2.9296875,19.53125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:02,40.2,20.1,100,90,0.0016309294428763926,3.90625,7.8125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:03,50.3,20.2,100,84,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:03,28.6,20.2,100,100,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:04,2.0,20.2,100,92,0.0016309294428763926,3.90625,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:05,1.9,20.2,100,81,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:06,10.0,20.2,100,95,0.0016309294428763926,222.65625,10.7421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:07,53.1,20.3,100,92,0.0016309294428763926,6.8359375,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:08,56.6,20.3,100,88,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:09,3.2,20.3,100,87,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:10,2.2,20.3,100,100,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:10,2.4,20.3,100,100,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:11,29.8,20.4,100,78,0.0016309294428763926,6.8359375,24.4140625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:12,53.9,20.4,100,74,0.0016309294428763926,2.9296875,19.53125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:13,31.8,20.4,100,93,0.0016309294428763926,4.8828125,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:14,2.0,20.4,100,100,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:15,2.0,20.4,100,74,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:16,2.2,20.4,100,71,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:17,47.7,20.5,100,98,0.0016309294428763926,2.9296875,10.7421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:17,38.5,20.5,100,97,0.0016309294428763926,11128.90625,7573.2421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:18,29.1,20.6,100,97,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:19,1.9,20.6,100,84,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:20,2.1,20.6,100,85,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:21,7.9,20.6,100,97,0.0016309294428763926,825.1953125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:22,51.4,20.6,100,97,0.0016309294428763926,6.8359375,22.4609375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:23,56.8,20.7,100,88,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:24,5.2,20.7,100,81,0.0016309294428763926,2.9296875,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:24,2.3,20.7,100,100,0.0016309294428763926,4.8828125,16.6015625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:25,1.9,20.7,100,100,0.0016309294428763926,4.8828125,1895.5078125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:26,29.2,20.7,100,77,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:27,42.9,20.8,100,96,0.0016309294428763926,2.9296875,12.6953125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:28,49.9,20.8,100,81,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:29,2.3,20.8,100,90,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:30,2.0,20.8,100,94,0.0016309294428763926,3552.734375,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:31,2.3,20.8,100,83,0.0016309294428763926,1.953125,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:31,29.2,20.9,100,81,0.0016309294428763926,3.90625,12.6953125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:32,57.1,20.9,100,79,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:33,30.3,21.0,100,100,0.0016309294428763926,4.8828125,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:34,1.8,21.0,100,100,0.0016309294428763926,9688.4765625,6500.9765625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:35,2.0,21.0,100,100,0.0016309294428763926,3.90625,10.7421875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:36,2.2,21.0,100,73,0.0016309294428763926,3.90625,11.71875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:37,35.4,21.0,100,95,0.0016309294428763926,878.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:38,47.8,21.1,100,95,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:39,30.0,21.1,100,100,0.0016309294428763926,3.90625,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:39,2.0,21.1,100,94,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:40,2.0,21.1,100,78,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:41,1.9,21.1,100,83,0.0016309294428763926,6.8359375,24.4140625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:42,53.7,21.1,100,88,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:43,38.2,21.2,100,95,0.0016309294428763926,1202.1484375,15.625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:44,24.2,21.2,100,83,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:45,2.3,21.2,100,79,0.0016309294428763926,3.90625,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:46,2.0,21.2,100,85,0.0016309294428763926,2.9296875,11.71875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:46,2.3,21.2,100,54,0.0016309294428763926,6.8359375,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:47,43.2,21.3,100,84,0.0016309294428763926,1.953125,6.8359375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:48,44.2,21.3,100,44,0.0016309294428763926,2.9296875,17.578125,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:49,30.7,21.3,100,72,0.0016309294428763926,4.8828125,14.6484375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:50,2.0,21.3,100,68,0.0016309294428763926,1.953125,6.8359375,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:51,2.3,21.3,100,68,0.0016309294428763926,3.90625,13.671875,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
2023-06-12 22:56:52,2.1,21.3,100,31,0.0016309294428763926,2.9296875,9.765625,Tesla T4,3Gen-16xlanes,7543.4375,15360.0
